藥品代碼,藥品名稱,數量
AC42899100,HYDROXYCHLOROQUINE ， 一般錠劑膠囊劑 ， 200.00 MG,1559936.9
AC42903100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,86199
AC42906100,TRAZODONE ， 一般錠劑膠囊劑 ， 100.00 MG,2168137.4
AC42916100,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,812
AC429161G0,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,2409
AC42917100,AMLODIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,3076175.7
AC42919100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,259064.2
AC429191G0,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,443649.4
AC42932151,KETOTIFEN ， 口服液劑 ， 0.20  MG/ML ， 60.00 ML,66650.9
AC42932157,KETOTIFEN ， 內服液劑 ， 0.20  MG/ML ， 120.00 ML,191
AC42934100,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,7
AC42936100,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,592628.5
AC429361G0,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,87781.7
AC42944100,MAPROTILINE ， 一般錠劑膠囊劑 ， 25.00 MG,98713
AC42946100,SULPIRIDE ， 一般錠劑膠囊劑 ， 50.00 MG,97703.3
AC429461G0,SULPIRIDE ， 一般錠劑膠囊劑 ， 50.00 MG,4534402.6
AC42947100,ACEBUTOLOL ， 一般錠劑膠囊劑 ， 400.00 MG,0
AC42948100,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 250.00 MCG,18932.3
AC429481G0,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 250.00 MCG,4566061.5
AC42957100,MOCLOBEMIDE ， 一般錠劑膠囊劑 ， 150.00 MG,307057.2
AC42965100,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,152828.2
AC429651G0,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,4359
AC42966100,MEXILETINE ， 一般錠劑膠囊劑 ， 100.00 MG,22826
AC42967100,ACEBUTOLOL ， 一般錠劑膠囊劑 ， 400.00 MG,1476
AC42969100,NICARDIPINE ， 一般錠劑膠囊劑 ， 20.00 MG,0
AC42974100,VITAMIN E (=TOCOPHEROL) ， 一般錠劑膠囊劑 ， 100.00 MG,360
AC42990100,BEZAFIBRATE ， 一般錠劑膠囊劑 ， 200.00 MG,10458
AC42997100,OFLOXACIN ， 一般錠劑膠囊劑 ， 200.00 MG,10179
AC42999100,ACEBUTOLOL ， 一般錠劑膠囊劑 ， 400.00 MG,0
AC43000248,FLUCONAZOLE ， 注射劑 ， 100.00 MG,14303.5
AC43003321,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,6
AC43003329,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,43330.3
AC43003336,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 16.00GM,27
AC43003338,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 20.00GM,167
AC43003355,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 100.00GM,6
AC43018100,MEBHYDROLINE ， 一般錠劑膠囊劑 ， 50.00 MG,282732.2
AC430181G0,MEBHYDROLINE ， 一般錠劑膠囊劑 ， 50.00 MG,5317.4
AC43026100,TIAPROFENIC ACID ， 一般錠劑膠囊劑 ， 200.00 MG,1044
AC430311G0,PSEUDOEPHEDRINE 60MG + TRIPROLIDINE 2.50MG  一般錠劑膠囊劑,109841.6
AC43038100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,427619.5
AC43040100,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 75.00 MG,74673
AC430401G0,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 75.00 MG,1410336.3
AC43046100,URSODEOXYCHOLIC ACID ， 一般錠劑膠囊劑 ， 300.00 MG,3094
AC43048100,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,3310745.7
AC43071100,VERAPAMIL ， 一般錠劑膠囊劑 ， 80.00 MG,394
AC43074100,ALLOPURINOL ， 一般錠劑膠囊劑 ， 100.00 MG,109717.8
AC430741G0,ALLOPURINOL ， 一般錠劑膠囊劑 ， 100.00 MG,2096469.9
AC43079100,FLURAZEPAM ， 一般錠劑膠囊劑 ， 30.00 MG,8468
AC43080100,ACETAMINOPHEN 450MG + MEPHENOXALONE 200MG， 一般錠劑膠囊劑,144610.5
AC43112321,FLUOCINONIDE ， 外用軟膏劑 ， 0.50  MG/GM ， 5.00 GM,6210
AC43112329,FLUOCINONIDE ， 外用軟膏劑 ， 0.50  MG/GM ， 10.00 GM,15396
AC43112338,FLUOCINONIDE ， 外用軟膏劑 ， 0.50  MG/GM ， 20.00 GM,92095
AC43114100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG， 一般錠劑膠囊劑，,92514.3
AC43116345,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 40.00 GM,20
AC43118100,PIMOZIDE ， 一般錠劑膠囊劑 ， 2.00 MG,150064.5
AC43120321,TRIAMCINOLONE ， 外用軟膏劑 ， 1.00  MG/GM ， 5.00 GM,7777
AC43120329,TRIAMCINOLONE ， 外用軟膏劑 ， 1.00  MG/GM ， 10.00 GM,123
AC43120335,TRIAMCINOLONE ， 外用軟膏劑 ， 1.00  MG/GM ， 15.00 GM,0.6
AC43122151,PROCATEROL ， 口服液劑 ， 5.00  MCG/ML ， 60.00 ML,0
AC43138321,BIFONAZOLE ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,1942
AC43138329,BIFONAZOLE ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,18637.5
AC43138335,BIFONAZOLE ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,26
AC43138338,BIFONAZOLE ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,27487
AC43141100,BENZBROMARONE ， 一般錠劑膠囊劑 ， 100.00 MG,1236939.3
AC431411G0,BENZBROMARONE ， 一般錠劑膠囊劑 ， 100.00 MG,465178
AC43142100,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,0
AC43144100,IBUPROFEN ， 一般錠劑膠囊劑 ， 500.00 MG,34113
AC43152151,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 60.00 ML,458496.1
AC43152157,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 120.00 ML,10572.3
AC43152199,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 1.00 ML,0
AC43158100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,152829
AC431581G0,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,3259547
AC43160151,AMBROXOL ， 口服液劑 ， 3.00  MG/ML ， 60.00 ML,85506.4
AC43160155,AMBROXOL ， 口服液劑 ， 3.00  MG/ML ， 100.00 ML,4886
AC43160157,AMBROXOL ， 口服液劑 ， 3.00  MG/ML ， 120.00 ML,27063
AC43161500,CHLORCARVACROL 0.7MG + SODIUM OLETATE 200MG + THESIT(=POLIDOCANOL) 20MG， 外用錠劑，,1780217
AC43177100,GLICLAZIDE ， 一般錠劑膠囊劑 ， 80.00 MG,784
AC43180345,FLURBIPROFEN ， 局部貼片 ， 40.00 MG,2656151.8
AC43184421,FLUOROMETHOLONE ， 眼用液劑 ， 1.00  MG/ML ， 5.00 ML,108180
AC43184429,FLUOROMETHOLONE ， 眼用液劑 ， 1.00  MG/ML ， 10.00 ML,40405
AC43187100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,0
AC43188100,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,742493.5
AC431881G0,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,2137986.5
AC43189151,FENOTEROL ， 口服液劑 ， 0.50  MG/ML ， 60.00 ML,116635.6
AC431901G0,VITAMIN B12 (=MECOBALAMIN) ， 一般錠劑膠囊劑 ， 500.00 MCG,1067460
AC43205100,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,806807.8
AC432051G0,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,88052.7
AC43212100,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,26
AC43213100,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,819816
AC432131G0,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,1773125.9
AC432131G1,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,864
AC432131G2,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,13872.5
AC43214345,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 40.00 GM,91883.1
AC43218100,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,152870.4
AC432181G0,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,74
AC432221G0,PSEUDOEPHEDRINE 60MG + TRIPROLIDINE 2.50MG  一般錠劑膠囊劑,1202017.9
AC43223100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,58556
AC43254100,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,0
AC43255423,TRIAMCINOLONE ， 口內膏 ， 1.00  MG/GM ， 6.00 GM,1554.3
AC432571G0,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,9670784.7
AC43285329,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,22
AC43285335,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,0
AC43285338,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,2
AC43293100,FLUCONAZOLE ， 一般錠劑膠囊劑 ， 50.00 MG,53497.5
AC43294100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 40.00 MG,345814.3
AC43305100,NABUMETONE ， 一般錠劑膠囊劑 ， 500.00 MG,14782
AC43306100,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,1163116.3
AC433061G0,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,5901117.4
AC43309100,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,2507
AC433091G0,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,19015
AC43311329,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,334
AC43311335,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,1
AC43311338,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,25
AC43316100,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 60.00 MG,493901.6
AC433161G0,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 60.00 MG,465129.8
AC43317100,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,459428.5
AC433171G0,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,423512
AC43323145,BUDESONIDE ， 口鼻噴霧/吸入劑 ， 200 MCG/DOSE ， 200.00 ， DOSE,0
AC43326100,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 60.00 MG,480125
AC43327335,BETAMETHASONE(DIPROPIONATE)  0.5MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 15.00GM,1911
AC43327338,BETAMETHASONE (DIPROPIONATE)0.5MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 20.00GM,2821
AC43328100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,501045.8
AC433281G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,242501.5
AC43330100,LISINOPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,1409
AC43335100,PROPYLTHIOURACIL ， 一般錠劑膠囊劑 ， 50.00 MG,358653
AC433351G0,PROPYLTHIOURACIL ， 一般錠劑膠囊劑 ， 50.00 MG,8800689.9
AC43362151,BUTAMIRATE ， 口服液劑 ， 0.80  MG/ML ， 60.00 ML,155664.1
AC43362157,BUTAMIRATE ， 口服液劑 ， 0.80  MG/ML ， 120.00 ML,115005.8
AC43362163,BUTAMIRATE ， 口服液劑 ， 0.80  MG/ML ， 200.00 ML,2371
AC43362199,BUTAMIRATE ， 口服液劑 ， 0.80  MG/ML ， 1.00 ML,0
AC43364100,ISOSORBIDE 5-MONONITRATE ， 一般錠劑膠囊劑 ， 20.00 MG,220487.9
AC433641G0,ISOSORBIDE 5-MONONITRATE ， 一般錠劑膠囊劑 ， 20.00 MG,17836093.3
AC43366100,URSODEOXYCHOLIC ACID ， 一般錠劑膠囊劑 ， 100.00 MG,287478.8
AC433661G0,URSODEOXYCHOLIC ACID ， 一般錠劑膠囊劑 ， 100.00 MG,6717480.7
AC43397100,MEBEVERINE ， 一般錠劑膠囊劑 ， 135.00 MG,57412.8
AC43403100,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,1629536.7
AC434031G0,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,962575.5
AC43408100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,522251.7
AC43431100,TRAZODONE ， 一般錠劑膠囊劑 ， 25.00 MG,6181900.7
AC43432100,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,9812
AC43436151,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 60.00 ML,850
AC43436157,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 120.00 ML,0
AC43437100,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,815514.1
AC43443100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 500.00 MG,12169.2
AC43445100,OMEPRAZOLE/ESOMEPRAZOLE， 一般錠劑膠囊劑 ， 20.00 MG,969061.4
AC43448309,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 1000.00 ML,7
AC43448377,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 500.00 ML,6
AC43458100,TENOXICAM ， 一般錠劑膠囊劑 ， 20.00 MG,347974
AC43460100,ZOPICLONE/ESZOPICLONE， 一般錠劑膠囊劑 ， 7.50 MG/3.0MG,1650324.3
AC434601G0,ZOPICLONE/ESZOPICLONE， 一般錠劑膠囊劑 ， 7.50 MG/3.0MG,3962959.5
AC43467100,DOXAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,9785
AC43473100,THEOPHYLLINE 75-300MG + GUAIFENESIN 50-100MG， 一般錠劑膠囊劑,2948893.3
AC43474100,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 16.00 MG,502403.8
AC43493345,FLURBIPROFEN ， 局部貼片 ， 40.00 MG,8814220.8
AC43496421,DEXAMETHASONE SODIUM PHOSPHATE 1MG/ML + NEOMYCIN 5MG/ML， 眼用液劑， 5.00ML,67385.5
AC43499100,ESTAZOLAM ， 一般錠劑膠囊劑 ， 2.00 MG,253224.4
AC434991G0,ESTAZOLAM ， 一般錠劑膠囊劑 ， 2.00 MG,2713073.8
AC43501100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,8981723
AC435011G0,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,8971578.4
AC43502100,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
AC435021G0,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
AC43523100,FLUOXETINE ， 一般錠劑膠囊劑 ， 20.00 MG (DISPERSIBLE),1315873
AC43527100,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 60.00 MG,648611.9
AC43545100,ACEMETACIN ， 一般錠劑膠囊劑 ， 60.00 MG,29029.5
AC435451G0,ACEMETACIN ， 一般錠劑膠囊劑 ， 60.00 MG,227691
AC43572414,SALBUTAMOL ， 口鼻噴霧/吸入劑， 2.00  MG/ML ， 2.50 ML,997535.1
AC43573100,LOVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,20708
AC43574438,BECLOMETHASONE ， 耳鼻用液劑 ， 100 MCG/DOSE ， 200.00 DOSE,220
AC43575100,TERBINAFINE ， 一般錠劑膠囊劑 ， 250.00 MG,14665
AC43588143,CYPROHEPTADINE ， 口服液劑 ， 0.40  MG/ML ， 30.00 ML,1513
AC43588151,CYPROHEPTADINE ， 口服液劑 ， 0.40  MG/ML ， 60.00 ML,432551.4
AC43588157,CYPROHEPTADINE ， 內服液劑 ， 0.40  MG/ML ， 120.00 ML,354139.8
AC43588199,CYPROHEPTADINE ， 口服液劑 ， 0.40  MG/ML ， 1.00 ML,0
AC43589421,FLUOROMETHOLONE ， 眼用液劑 ， 1.00  MG/ML ， 5.00 ML,156183.1
AC43589429,FLUOROMETHOLONE ， 眼用液劑 ， 1.00  MG/ML ， 10.00 ML,171
AC43591338,DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM， 外用軟膏劑， 20.00GM,2116
AC43597100,TRAMADOL ， 一般錠劑膠囊劑 ， 50.00 MG,1705369
AC43598100,ATENOLOL ， 一般錠劑膠囊劑 ， 50.00 MG,94061.5
AC435981G0,ATENOLOL ， 一般錠劑膠囊劑 ， 50.00 MG,815093.3
AC43601421,TROPICAMIDE ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,5817
AC43601429,TROPICAMIDE ， 眼用液劑 ， 5.00  MG/ML ， 10.00 ML,27
AC43602416,TRIAMCINOLONE ， 口內膏 ， 1.00  MG/GM ， 3.00 GM,80
AC43602421,TRIAMCINOLONE ， 口內膏 ， 1.00  MG/GM ， 5.00 GM,20
AC43602423,TRIAMCINOLONE ， 口內膏 ， 1.00  MG/GM ， 6.00 GM,4842.5
AC43602429,TRIAMCINOLONE ， 口內膏 ， 1.00  MG/GM ， 10.00 GM,2
AC43619423,BETAMETHASONE 1MG/ML + NEOMYCIN 3.5MG/ML， 眼用液劑， 6.00ML,82189.2
AC43621321,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,58100
AC43621329,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,59077.8
AC43621336,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 16.00GM,3863.9
AC43621338,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 20.00GM,704
AC43622100,PROCATEROL ， 一般錠劑膠囊劑 ， 50.00 MCG,0
AC43624100,NOSCAPINE ， 一般錠劑膠囊劑 ， 20.00 MG,4678553.7
AC43625100,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,312927.3
AC436251G0,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,175156
AC43627100,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 2.00 MG,429
AC43629100,CLOZAPINE ， 一般錠劑膠囊劑 ， 25.00 MG,721466.4
AC43632100,MEXILETINE ， 一般錠劑膠囊劑 ， 100.00 MG,16703507.4
AC43633100,TOLPERISONE ， 一般錠劑膠囊劑 ， 150.00 MG,73665
AC436331G0,TOLPERISONE ， 一般錠劑膠囊劑 ， 150.00 MG,149569
AC43634100,TRAZODONE ， 一般錠劑膠囊劑 ， 50.00 MG,1411528.3
AC43635100,NORFLOXACIN ， 一般錠劑膠囊劑 ， 200.00 MG,5249
AC43637100,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,17871
AC436371G0,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,263320
AC43641100,TIAPROFENIC ACID ， 一般錠劑膠囊劑 ， 200.00 MG,715038
AC43642421,NEOSTIGMINE ， 眼用液劑 ， 0.10  MG/ML ， 5.00 ML,49348
AC43642429,NEOSTIGMINE ， 眼用液劑 ， 0.10  MG/ML ， 10.00 ML,8747
AC43656100,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,13587
AC43658238,SODIUM SALICYLATE 50MG/ML + CALCIUM BROMIDE 20MG/ML + DEXTROSE 100MG/ML， 注射劑， 20.00ML,173
AC43661151,LOPERAMIDE ， 口服液劑 ， 0.20  MG/ML ， 60.00 ML,7057.4
AC43662100,FINASTERIDE ， 一般錠劑膠囊劑 ， 5.00 MG,203
AC43663100,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,59817
AC436631G0,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,7317644.4
AC43664100,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,798318
AC436641G0,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,82637658.7
AC43667421,TIMOLOL ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,26
AC43679421,BETAMETHASONE 1MG/ML + NEOMYCIN 3.5MG/ML， 眼用液劑， 5.00ML,2
AC43680100,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,0
AC43681421,DEXAMETHASONE ， 口內膏 ， 1.00  MG/GM ， 5.00 GM,90582.1
AC43681426,DEXAMETHASONE ， 口內膏 ， 1.00  MG/GM ， 8.00 GM,60
AC43682100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,261885.1
AC43690100,CALCIUM CITRATE ， 一般錠劑膠囊劑 ， 950.00 MG,0
AC43692321,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,86
AC43692329,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,365
AC43692335,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,7498
AC43692338,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,5879
AC43693321,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 5.00 GM,2
AC43695100,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,2729269.2
AC436951G0,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,3551629.2
AC43696151,METAPROTERENOL 0.5MG/ML + DOXYLAMINE 0.75MG/ML + BROMHEXINE 0.8MG/ML，口服液劑， 60.00ML,5750.8
AC43698100,TEGAFUR 100MG + URACIL 224MG， 一般錠劑膠囊劑，,11109230
AC43699421,DEXAMETHASONE ， 口內膏 ， 1.00  MG/GM ， 5.00 GM,535
AC43700100,PROCATEROL ， 一般錠劑膠囊劑 ， 25.00 MCG,379693.6
AC437001G0,PROCATEROL ， 一般錠劑膠囊劑 ， 25.00 MCG,0
AC43703100,ESTRADIOL 2MG + NORETHINDRONE 1MG， 一般錠劑膠囊劑，,6788
AC43704100,ATENOLOL ， 一般錠劑膠囊劑 ， 50.00 MG,179978.6
AC437041G0,ATENOLOL ， 一般錠劑膠囊劑 ， 50.00 MG,2112033
AC43705100,FLUOXETINE ， 一般錠劑膠囊劑 ， 10.00 MG,457
AC43706100,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,0
AC437061G0,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,0
AC43708100,ESTROGEN CONJUGATED ， 一般錠劑膠囊劑 ， 625.00 MCG,3351
AC43726245,METHYLPREDNISOLONE ， 注射劑 ， 40.00 MG,425850.9
AC43727100,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 2.00 MG,6238
AC43728100,INDAPAMIDE ， 一般錠劑膠囊劑 ， 2.50 MG,1413
AC43730151,METOCLOPRAMIDE ， 口服液劑 ， 1.00  MG/ML ， 60.00 ML,39211.6
AC43730157,METOCLOPRAMIDE ， 口服液劑 ， 1.00  MG/ML ， 120.00 ML,5
AC43731321,ACETAMIDOCAPROIC ACID 50MG/GM + NEOMYCIN 4MG/GM， 外用軟膏劑， 5.00GM,49645.5
AC43731329,ACETAMIDOCAPROIC ACID 50MG/GM + NEOMYCIN 4MG/GM， 外用軟膏劑， 10.00GM,16221.5
AC43731335,ACETAMIDOCAPROIC ACID 50MG/GM + NEOMYCIN 4MG/GM， 外用軟膏劑， 15.00GM,8772.2
AC43736100,TENOXICAM ， 一般錠劑膠囊劑 ， 10.00 MG,679387
AC43740100,IBUPROFEN ， 一般錠劑膠囊劑 ， 500.00 MG,3453
AC43744100,SERTRALINE ， 一般錠劑膠囊劑 ， 50.00 MG,14623.5
AC43747421,NORFLOXACIN ， 眼用液劑 ， 3.00  MG/ML ， 5.00 ML,37453.2
AC43758100,CHLORPROTHIXENE ， 一般錠劑膠囊劑 ， 50.00 MG,105
AC43759100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,6998129.7
AC437591G0,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,17457917
AC43761100,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,3005900.9
AC437611G0,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,56427.6
AC43764421,GENTAMICIN ， 眼用液劑 ， 3.00  MG/ML ， 5.00 ML,559
AC43765100,DOXAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,11856
AC437651G0,DOXAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,3896
AC43770100,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,63016.8
AC43802100,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,12986.8
AC438021G0,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,3126.5
AC43806100,FLUNITRAZEPAM ， 一般錠劑膠囊劑 ， 1.00 MG,16845
AC43818100,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,478537.4
AC438181G0,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,51239
AC438181G2,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,790
AC43823100,NAPROXEN ， 緩釋錠劑膠囊劑 ， 750.00 MG,321248
AC43824100,TRAMADOL ， 一般錠劑膠囊劑 ， 50.00 MG,438995.7
AC43833151,AMBROXOL ， 口服液劑 ， 3.00  MG/ML ， 60.00 ML,417
AC43835480,MESNA ， 耳鼻用液劑 ， 200.00  MG/ML ， 600.00 MG,165428
AC43842100,OMEPRAZOLE/ESOMEPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,1112874
AC43843421,FLUOROMETHOLONE ， 眼用液劑 ， 0.20  MG/ML ， 5.00 ML,152984.2
AC43843429,FLUOROMETHOLONE ， 眼用液劑 ， 0.20  MG/ML ， 10.00 ML,1353
AC43848100,DEXTROMETHORPHAN 20MG + CARBINOXAMINE 4MG + PHENYLEPHRINE 20MG， 一般錠劑膠囊劑，,7012.5
AC43850100,CIMETIDINE ， 一般錠劑膠囊劑 ， 400.00 MG,5069
AC43851100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,252209.7
AC43854329,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,1
